Reviewing the implementation plan and validating it against the codebase.
Issue #2898 confirms Item C is cross-vendor Codex reuse when the codex slot already succeeded in phase1. Validating assignment-line anchor behavior and whether the plan covers ledger writes after phase1.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
**1. [correctness]** `skills/design/scripts/decompose-panel-dispatch.sh:131-142` — Item C implements `fallback_group` in the dispatcher but does not add it to the eight NDJSON rows the panel builds. Issue #2885 is specifically the cursor-slot Codex fallback duplicating work when `decomp-codex-*` is already OK under `--require-result-pattern`. Without manifest wiring (e.g. `fallback_group: "decomp-${_a}"` on both vendor rows per archetype), dedup never runs for the primary consumer.

**2. [correctness]** `scripts/dispatch-with-waterfall.sh:321-336` — Dedup is described only “before launching a Phase-2 (Codex) fallback.” The failure mode is a **phase1 OK** on `decomp-codex-*` plus a **phase2 Codex** launch for `decomp-cursor-*` after pattern-miss routing. The plan must require ledger writes after `collect_phase` for every settled external OK (with `tool` column) when `fallback_group` is set, then consult that ledger before any phase2 `launch_slot` with `tool=codex`.

**3. [correctness]** `scripts/lint-foreground-markers.sh:212-244` — Reusing `is_anchor_for_basename` will match lines like `WATERFALL_SH="${.../dispatch-with-waterfall.sh}"` (e.g. `decompose-panel-dispatch.sh:145`, `dispatch-plan-review-panel.sh:138`, `aggregate-findings.sh:631`) because the basename appears inside quotes. Planned `unset` immediately before `"$WATERFALL_SH"` at line 153 is **not** within five lines **above** line 145, so CI can fail after Item B. Exclude pure assignment aliases or add suppression/look-back tied to the real exec line.

**4. [architecture]** `scripts/lint-foreground-markers.sh:212-244` — Synchronous parents invoke `"$WATERFALL_SH"` / `"$DISPATCH_SH"` without embedding the basename (`decompose-panel-dispatch.sh:153`, `dispatch-panel.sh:404`, `aggregate-findings.sh:730`). The new rule will not enforce `unset` on those lines; only manual edits (and literal-path callers like `dispatch-plan-voters.sh:141`) stay covered. Extend detection or document that enforcement is partial.

**5. [architecture]** `scripts/dispatch-with-waterfall.sh:48-53` — Ledger location is specified with `RESEARCH_TMPDIR` / `DESIGN_TMPDIR` / `REVIEW_TMPDIR`, but the dispatcher only has slot paths and `resolved_paths_file`. Use `dirname` of the slots or paths file (under `$DECOMP_DIR` / `$REVIEW_TMPDIR` in practice).

**6. [correctness]** `skills/design/scripts/decompose-panel-dispatch.sh:145-171` — Plan text says “two callsites”; the script has one waterfall exec (lines 153–159). Harmless confusion only; correct the plan.

**7. [latent]** `scripts/dispatch-with-waterfall.sh:48-53` — Edge cases call for symmetric Cursor tracking; the approach block is Codex-only. Either implement tool-agnostic dedup for phase2 `alt` or narrow the edge-case prose.

**8. [OUT_OF_SCOPE]** `skills/design/scripts/dispatch-plan-review-panel.sh` — Same dual-vendor waterfall topology as the decompose panel; no `fallback_group` in plan. Worth a follow-up issue if plan-review panels hit the same doubling.

**9. [OUT_OF_SCOPE]** `skills/design/scripts/test-decompose-panel-dispatch.sh` — No panel-level regression for dedup; `test-dispatch-with-waterfall.sh` alone may miss manifest-integration regressions.

Items A (research/validation prose) and B (`unset` caller list vs existing `dispatch-plan-voters.sh` / `dispatch-code-voters.sh`) align with the codebase; no additional findings on those slices.
